This is Dataplot data file     LIU.DAT
Error in 5-bit DAC (Digital-to-Analog Converter)
Hung-Kung Liu and Gene Huang (NIST)
HELP (High-Dimensional Empirical Linear Prediction)
Response variable      = error in 5-bit DAC process
Number of observations = 2**5 settings x 88 devices = 2816
Number of variables per line image =  8
Order of variables on a line image--
   1. Response variable Y = conversion error in 5-bit DAC
   2. Factor 1 = bit 1 (0 = off and 1 = on)
   3. Factor 2 = bit 2 (0 = off and 1 = on)
   4. Factor 3 = bit 3 (0 = off and 1 = on)
   5. Factor 4 = bit 4 (0 = off and 1 = on)
   6. Factor 5 = bit 5 (0 = off and 1 = on)
   7. Factor 6 = derived joint setting from X1 to X5 (1 to 32)
   8. Factor 7 = device (1 to 88)
To read this file into dataplot--
   SKIP 25
   READ LIU.DAT Y X1 X2 X3 X4 X5 SETTING DEVICE
 
 
 
   DAC      Bit  Bit  Bit  Bit  Bit  Setting     Device
 0.493147    0    1    1    1    1     25         84
 0.388261    0    1    1    1    0     26         84
 0.424092    0    1    1    0    1     27         84
 0.377837    0    1    1    0    0     28         84
 0.425394    0    0    0    1    1     29         84
 0.328326    0    0    0    1    0     30         84
 0.379791    0    0    0    0    1     31         84
 0.298358    0    0    0    0    0     32         84
 0.251618    1    1    1    1    1      1         85
 0.199937    1    1    1    1    0      2         85
 0.226308    1    1    1    0    1      3         85
 0.131699    1    1    1    0    0      4         85
 0.216608    1    0    0    1    1      5         85
 0.094682    1    0    0    1    0      6         85
 0.191298    1    0    0    0    1      7         85
 0.088884    1    0    0    0    0      8         85
 0.212819    1    1    1    1    1      9         85
 0.141626    1    1    1    1    0     10         85
 0.183606    1    1    1    0    1     11         85
 0.143634    1    1    1    0    0     12         85
 0.166102    1    0    0    1    1     13         85
 0.079298    1    0    0    1    0     14         85
 0.140792    1    0    0    0    1     15         85
 0.065696    1    0    0    0    0     16         85
 0.314512    0    1    1    1    1     17         85
 0.251124    0    1    1    1    0     18         85
 0.304812    0    1    1    0    1     19         85
 0.214106    0    1    1    0    0     20         85
 0.271697    0    0    0    1    1     21         85
 0.169284    0    0    0    1    0     22         85
 0.226875    0    0    0    0    1     23         85
 0.108851    0    0    0    0    0     24         85
 0.314739    0    1    1    1    1     25         85
 0.208422    0    1    1    1    0     26         85
 0.273819    0    1    1    0    1     27         85
 0.194820    0    1    1    0    0     28         85
 0.236801    0    0    0    1    1     29         85
 0.157803    0    0    0    1    0     30         85
 0.199783    0    0    0    0    1     31         85
 0.128590    0    0    0    0    0     32         85
 0.104924    1    1    1    1    1      1         86
-0.028882    1    1    1    1    0      2         86
 0.028498    1    1    1    0    1      3         86
-0.046782    1    1    1    0    0      4         86
-0.001107    1    0    0    1    1      5         86
-0.060780    1    0    0    1    0      6         86
-0.034614    1    0    0    0    1      7         86
-0.102091    1    0    0    0    0      8         86
 0.013816    1    1    1    1    1      9         86
-0.088777    1    1    1    1    0     10         86
-0.039200    1    1    1    0    1     11         86
-0.114480    1    1    1    0    0     12         86
-0.045395    1    0    0    1    1     13         86
-0.116773    1    0    0    1    0     14         86
-0.125723    1    0    0    0    1     15         86
-0.208807    1    0    0    0    0     16         86
 0.074876    0    1    1    1    1     17         86
-0.043323    0    1    1    1    0     18         86
 0.006253    0    1    1    0    1     19         86
-0.072929    0    1    1    0    0     20         86
-0.019450    0    0    0    1    1     21         86
-0.086927    0    0    0    1    0     22         86
-0.060761    0    0    0    0    1     23         86
-0.116532    0    0    0    0    0     24         86
-0.020134    0    1    1    1    1     25         86
-0.099316    0    1    1    1    0     26         86
-0.065347    0    1    1    0    1     27         86
-0.136725    0    1    1    0    0     28         86
-0.094952    0    0    0    1    1     29         86
-0.150723    0    0    0    1    0     30         86
-0.116754    0    0    0    0    1     31         86
-0.234953    0    0    0    0    0     32         86
 0.194533    1    1    1    1    1      1         87
 0.084245    1    1    1    1    0      2         87
 0.188580    1    1    1    0    1      3         87
 0.054878    1    1    1    0    0      4         87
 0.108484    1    0    0    1    1      5         87
 0.041120    1    0    0    1    0      6         87
 0.094725    1    0    0    0    1      7         87
 0.031264    1    0    0    0    0      8         87
 0.170719    1    1    1    1    1      9         87
 0.052626    1    1    1    1    0     10         87
 0.121841    1    1    1    0    1     11         87
 0.019357    1    1    1    0    0     12         87
 0.084669    1    0    0    1    1     13         87
 0.029012    1    0    0    1    0     14         87
 0.063106    1    0    0    0    1     15         87
-0.015964    1    0    0    0    0     16         87
 0.228852    0    1    1    1    1     17         87
 0.122465    0    1    1    1    0     18         87
 0.203387    0    1    1    0    1     19         87
 0.128218    0    1    1    0    0     20         87
 0.166215    0    0    0    1    1     21         87
 0.087145    0    0    0    1    0     22         87
 0.132946    0    0    0    0    1     23         87
 0.081191    0    0    0    0    0     24         87
 0.181624    0    1    1    1    1     25         87
 0.110357    0    1    1    1    0     26         87
 0.167865    0    1    1    0    1     27         87
 0.038066    0    1    1    0    0     28         87
 0.095574    0    0    0    1    1     29         87
 0.028210    0    0    0    1    0     30         87
 0.081815    0    0    0    0    1     31         87
 0.006647    0    0    0    0    0     32         87
 0.244270    1    1    1    1    1      1         88
 0.114551    1    1    1    1    0      2         88
 0.172158    1    1    1    0    1      3         88
 0.097076    1    1    1    0    0      4         88
 0.154682    1    0    0    1    1      5         88
 0.060087    1    0    0    1    0      6         88
 0.125499    1    0    0    0    1      7         88
 0.042611    1    0    0    0    0      8         88
 0.201685    1    1    1    1    1      9         88
 0.091480    1    1    1    1    0     10         88
 0.129573    1    1    1    0    1     11         88
 0.116933    1    1    1    0    0     12         88
 0.108195    1    0    0    1    1     13         88
 0.025307    1    0    0    1    0     14         88
 0.094622    1    0    0    0    1     15         88
 0.019539    1    0    0    0    0     16         88
 0.303497    0    1    1    1    1     17         88
 0.189389    0    1    1    1    0     18         88
 0.211872    0    1    1    0    1     19         88
 0.187524    0    1    1    0    0     20         88
 0.225617    0    0    0    1    1     21         88
 0.134924    0    0    0    1    0     22         88
 0.212044    0    0    0    0    1     23         88
 0.125254    0    0    0    0    0     24         88
 0.253107    0    1    1    1    1     25         88
 0.150707    0    1    1    1    0     26         88
 0.247339    0    1    1    0    1     27         88
 0.102010    0    1    1    0    0     28         88
 0.190837    0    0    0    1    1     29         88
 0.135268    0    0    0    1    0     30         88
 0.185070    0    0    0    0    1     31         88
 0.059253    0    0    0    0    0     32         88
