This is Dataplot Data File     CHOI.DAT
Fire Research Emission "Trigger"
Mun Choi & Kevin McGrattan
Number of Observations = 4000
Observations per Line Image = 3
Order of Observations on a Line Image--
   1. Time
   2. Emission = Response Variable
   3. Voltage
Statistical Category--Comparing 2 Time Series
                      Auto & Cross Correlation
                      Auto & Cross Spectra
To Read this into Dataplot--
   SKIP 25
   SET READ FORMAT F10.4,F10.3,F10.6
   READ CHOI.DAT    TIME    EMISSION VOLTAGE
   18.2500     0.005  0.080533
   18.2550     0.025  0.077123
   18.2600     0.251  0.052855
   18.2650     0.441  0.039410
   18.2700     0.474  0.021498
   18.2750     0.231  0.006868
   18.2800     0.122  0.005346
   18.2850     0.122  0.005107
   18.2900     0.271  0.004391
   18.2950     0.605  0.004550
   18.3000     0.776  0.007271
   18.3050     0.612  0.013249
   18.3100     0.462  0.030206
   18.3150     0.340  0.059080
   18.3200     0.159  0.077421
   18.3250     0.031  0.077820
   18.3300     0.006  0.074550
   18.3350     0.004  0.079826
   18.3400     0.010  0.081140
   18.3450     0.181  0.062123
   18.3500     0.394  0.041803
   18.3550     0.493  0.027678
   18.3600     0.261  0.007755
   18.3650     0.123  0.005665
   18.3700     0.093  0.005107
   18.3750     0.163  0.003995
   18.3800     0.441  0.004391
   18.3850     0.713  0.006065
   18.3900     0.649  0.009460
   18.3950     0.480  0.020717
   18.4000     0.373  0.048060
   18.4050     0.251  0.078120
   18.4100     0.087  0.089293
   18.4150     0.013  0.081444
   18.4200     0.003  0.081444
   18.4250     0.005  0.084510
   18.4300     0.093  0.074255
   18.4350     0.344  0.047663
   18.4400     0.482  0.034708
   18.4450     0.316  0.009541
   18.4500     0.141  0.006707
   18.4550     0.065  0.005506
   18.4600     0.068  0.004312
   18.4650     0.203  0.004391
   18.4700     0.643  0.006065
   18.4750     0.853  0.007674
   18.4800     0.605  0.016269
   18.4850     0.426  0.040269
   18.4900     0.293  0.073470
   18.4950     0.121  0.090558
   18.5000     0.022  0.086785
   18.5050     0.004  0.082054
   18.5100     0.004  0.084613
   18.5150     0.028  0.083279
   18.5200     0.295  0.057893
   18.5250     0.478  0.040173
   18.5300     0.325  0.016100
   18.5350     0.118  0.007674
   18.5400     0.045  0.005905
   18.5450     0.035  0.004471
   18.5500     0.073  0.004629
   18.5550     0.346  0.005346
   18.5600     0.875  0.006707
   18.5650     0.804  0.013000
   18.5700     0.507  0.032123
   18.5750     0.344  0.068726
   18.5800     0.178  0.096446
   18.5850     0.040  0.098734
   18.5900     0.006  0.087722
   18.5950     0.004  0.086059
   18.6000     0.007  0.089293
   18.6050     0.202  0.069301
   18.6100     0.433  0.045201
   18.6150     0.418  0.026872
   18.6200     0.192  0.008646
   18.6250     0.087  0.006226
   18.6300     0.042  0.004868
   18.6350     0.061  0.004868
   18.6400     0.234  0.004948
   18.6450     0.736  0.006306
   18.6500     0.964  0.011592
   18.6550     0.637  0.026426
   18.6600     0.411  0.061012
   18.6650     0.229  0.098734
   18.6700     0.062  0.108462
   18.6750     0.010  0.094609
   18.6800     0.004  0.090030
   18.6850     0.004  0.092255
   18.6900     0.100  0.081851
   18.6950     0.373  0.051867
   18.7000     0.438  0.038177
   18.7050     0.205  0.010851
   18.7100     0.120  0.006145
   18.7150     0.082  0.004868
   18.7200     0.099  0.005506
   18.7250     0.256  0.005187
   18.7300     0.673  0.006226
   18.7350     0.975  0.010605
   18.7400     0.735  0.022281
   18.7450     0.482  0.054730
   18.7500     0.295  0.100052
   18.7550     0.097  0.116695
   18.7600     0.017  0.104612
   18.7650     0.007  0.095688
   18.7700     0.004  0.094825
   18.7750     0.023  0.093002
   18.7800     0.297  0.064834
   18.7850     0.446  0.045888
   18.7900     0.300  0.018994
   18.7950     0.173  0.006546
   18.8000     0.164  0.005266
   18.8050     0.165  0.005426
   18.8100     0.308  0.005027
   18.8150     0.667  0.006386
   18.8200     0.989  0.009950
   18.8250     0.827  0.018823
   18.8300     0.555  0.044712
   18.8350     0.359  0.090030
   18.8400     0.152  0.115334
   18.8450     0.030  0.109148
   18.8500     0.007  0.098187
   18.8550     0.004  0.094502
   18.8600     0.009  0.093536
   18.8650     0.227  0.070553
   18.8700     0.444  0.047366
   18.8750     0.414  0.026426
   18.8800     0.255  0.007351
   18.8850     0.236  0.006226
   18.8900     0.226  0.005506
   18.8950     0.346  0.005346
   18.9000     0.666  0.006788
   18.9050     1.002  0.010113
   18.9100     0.925  0.018480
   18.9150     0.666  0.044615
   18.9200     0.432  0.087931
   18.9250     0.186  0.112943
   18.9300     0.044  0.109950
   18.9350     0.011  0.102265
   18.9400     0.006  0.098406
   18.9450     0.005  0.097641
   18.9500     0.138  0.084819
   18.9550     0.384  0.054282
   18.9600     0.430  0.037140
   18.9650     0.259  0.009052
   18.9700     0.236  0.006466
   18.9750     0.274  0.005266
   18.9800     0.388  0.005107
   18.9850     0.671  0.006948
   18.9900     1.004  0.009541
   18.9950     0.991  0.016354
   19.0000     0.744  0.038177
   19.0050     0.495  0.076824
   19.0100     0.235  0.105399
   19.0150     0.063  0.107778
   19.0200     0.015  0.101156
   19.0250     0.007  0.096446
   19.0300     0.005  0.094825
   19.0350     0.051  0.091723
   19.0400     0.315  0.061752
   19.0450     0.452  0.043835
   19.0500     0.350  0.014502
   19.0550     0.282  0.007190
   19.0600     0.316  0.005426
   19.0650     0.399  0.005187
   19.0700     0.642  0.007109
   19.0750     0.984  0.008890
   19.0800     1.054  0.014669
   19.0850     0.813  0.032950
   19.0900     0.550  0.066534
   19.0950     0.287  0.095472
   19.1000     0.085  0.103715
   19.1050     0.018  0.099172
   19.1100     0.007  0.094717
   19.1150     0.006  0.092788
   19.1200     0.020  0.092895
   19.1250     0.264  0.066819
   19.1300     0.425  0.045986
   19.1350     0.397  0.021237
   19.1400     0.302  0.007513
   19.1450     0.335  0.005027
   19.1500     0.411  0.005346
   19.1550     0.625  0.006948
   19.1600     0.949  0.008565
   19.1650     1.078  0.013333
   19.1700     0.865  0.029299
   19.1750     0.593  0.058805
   19.1800     0.329  0.088873
   19.1850     0.111  0.100382
   19.1900     0.025  0.097532
   19.1950     0.009  0.092575
   19.2000     0.005  0.091617
   19.2050     0.012  0.092149
   19.2100     0.220  0.069493
   19.2150     0.397  0.046675
   19.2200     0.387  0.026872
   19.2250     0.249  0.007755
   19.2300     0.252  0.004629
   19.2350     0.309  0.004868
   19.2400     0.479  0.006226
   19.2450     0.826  0.007109
   19.2500     1.085  0.011345
   19.2550     0.947  0.024122
   19.2600     0.661  0.050356
   19.2650     0.401  0.082461
   19.2700     0.159  0.099063
   19.2750     0.036  0.098187
   19.2800     0.011  0.092681
   19.2850     0.007  0.091299
   19.2900     0.007  0.092788
   19.2950     0.160  0.076030
   19.3000     0.370  0.049255
   19.3050     0.446  0.034059
   19.3100     0.335  0.008971
   19.3150     0.321  0.005506
   19.3200     0.369  0.005745
   19.3250     0.514  0.006386
   19.3300     0.823  0.006948
   19.3350     1.083  0.011098
   19.3400     0.981  0.022369
   19.3450     0.707  0.045789
   19.3500     0.434  0.077521
   19.3550     0.183  0.095580
   19.3600     0.043  0.096446
   19.3650     0.011  0.091617
   19.3700     0.006  0.090558
   19.3750     0.007  0.091299
   19.3800     0.139  0.076625
   19.3850     0.373  0.049554
   19.3900     0.453  0.035827
   19.3950     0.284  0.008971
   19.4000     0.228  0.005665
   19.4050     0.230  0.005665
   19.4100     0.335  0.005586
   19.4150     0.636  0.006386
   19.4200     1.014  0.010031
   19.4250     1.056  0.019080
   19.4300     0.805  0.040555
   19.4350     0.524  0.073960
   19.4400     0.235  0.094825
   19.4450     0.063  0.097750
   19.4500     0.015  0.093322
   19.4550     0.007  0.093536
   19.4600     0.005  0.093751
   19.4650     0.083  0.085128
   19.4700     0.322  0.055719
   19.4750     0.429  0.042092
   19.4800     0.267  0.012005
   19.4850     0.194  0.006145
   19.4900     0.233  0.005426
   19.4950     0.337  0.005346
   19.5000     0.605  0.005825
   19.5050     0.973  0.009297
   19.5100     1.071  0.016185
   19.5150     0.845  0.034801
   19.5200     0.577  0.068343
   19.5250     0.287  0.094502
   19.5300     0.085  0.099502
   19.5350     0.019  0.093965
   19.5400     0.007  0.092468
   19.5450     0.005  0.092362
   19.5500     0.035  0.088978
   19.5550     0.276  0.062961
   19.5600     0.426  0.045299
   19.5650     0.348  0.018395
   19.5700     0.239  0.007029
   19.5750     0.261  0.005665
   19.5800     0.347  0.005187
   19.5850     0.600  0.006386
   19.5900     0.967  0.009215
   19.5950     1.084  0.015425
   19.6000     0.875  0.032306
   19.6050     0.609  0.064270
   19.6100     0.324  0.090664
   19.6150     0.099  0.098078
   19.6200     0.024  0.093643
   19.6250     0.008  0.091830
   19.6300     0.006  0.090981
   19.6350     0.020  0.089925
   19.6400     0.244  0.066724
   19.6450     0.422  0.046084
   19.6500     0.357  0.023156
   19.6550     0.201  0.007836
   19.6600     0.189  0.005586
   19.6650     0.249  0.004788
   19.6700     0.469  0.006065
   19.6750     0.861  0.008565
   19.6800     1.094  0.012751
   19.6850     0.938  0.026872
   19.6900     0.671  0.056803
   19.6950     0.371  0.084716
   19.7000     0.124  0.094717
   19.7050     0.030  0.092042
   19.7100     0.009  0.090452
   19.7150     0.006  0.090030
   19.7200     0.012  0.090558
   19.7250     0.190  0.071910
   19.7300     0.375  0.047961
   19.7350     0.391  0.030934
   19.7400     0.204  0.009052
   19.7450     0.170  0.005665
   19.7500     0.220  0.004948
   19.7550     0.431  0.006466
   19.7600     0.825  0.008484
   19.7650     1.088  0.012502
   19.7700     0.961  0.026337
   19.7750     0.714  0.054461
   19.7800     0.414  0.081851
   19.7850     0.145  0.092468
   19.7900     0.037  0.090452
   19.7950     0.011  0.089609
   19.8000     0.006  0.089925
   19.8050     0.007  0.091617
   19.8100     0.160  0.077123
   19.8150     0.382  0.049854
   19.8200     0.403  0.036388
   19.8250     0.142  0.010441
   19.8300     0.094  0.006065
   19.8350     0.143  0.005187
   19.8400     0.331  0.006707
   19.8450     0.733  0.007997
   19.8500     1.071  0.011427
   19.8550     0.999  0.023770
   19.8600     0.770  0.049955
   19.8650     0.458  0.075832
   19.8700     0.170  0.087097
   19.8750     0.052  0.085645
   19.8800     0.016  0.086993
   19.8850     0.007  0.088559
   19.8900     0.006  0.091511
   19.8950     0.088  0.085231
   19.9000     0.303  0.055539
   19.9050     0.454  0.044224
   19.9100     0.184  0.016777
   19.9150     0.099  0.006868
   19.9200     0.146  0.005586
   19.9250     0.347  0.006788
   19.9300     0.757  0.007916
   19.9350     1.099  0.010933
   19.9400     1.046  0.021411
   19.9450     0.829  0.043059
   19.9500     0.481  0.064083
   19.9550     0.206  0.076229
   19.9600     0.078  0.076328
   19.9650     0.027  0.079323
   19.9700     0.011  0.082156
   19.9750     0.007  0.086681
   19.9800     0.027  0.089188
   19.9850     0.246  0.066724
   19.9900     0.524  0.049554
   19.9950     0.240  0.027857
